EntryID	OrganismName	Kingdom	SequenceLength	HelixDomain
Q2HJJ1	Bos taurus	Metazoa	256	False
Q2M2T7	Bos taurus	Metazoa	167	False
Q2NL27	Bos taurus	Metazoa	190	False
Q3T0J3	Bos taurus	Metazoa	251	False
Q9EPI8	Rattus norvegicus	Metazoa	374	False
Q9LEV3	Arabidopsis thaliana	Viridiplantae	206	False
Q9ZS51	Arabidopsis thaliana	Viridiplantae	190	True
P38848	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	579	False
P42925	Mus musculus	Metazoa	194	True
P53203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	462	False
P25584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	144	True
P40037	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	129	False
P40155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	199	False
P07236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	462	False
P28625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365	False
P48526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1002	False
P08468	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	800	False
Q3SZC1	Bos taurus	Metazoa	217	False
A0A0D1E3S6	Mycosarcoma maydis	Fungi	591	False
A0A0D1CRD0	Mycosarcoma maydis	Fungi	550	False
Q12117	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	True
Q9ZW33	Arabidopsis thaliana	Viridiplantae	83	False
P38081	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	501	False
Q02772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	108	False
Q04341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121	False
Q9LS48	Arabidopsis thaliana	Viridiplantae	316	False
Q941D3	Arabidopsis thaliana	Viridiplantae	239	False
Q0WLC6	Arabidopsis thaliana	Viridiplantae	1089	False
Q681Y3	Arabidopsis thaliana	Viridiplantae	432	False
Q9SD11	Arabidopsis thaliana	Viridiplantae	103	False
Q06116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2489	True
Q05728	Arabidopsis thaliana	Viridiplantae	389	False
P09925	Mus musculus	Metazoa	306	True
Q3E824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	90	True
Q8BKY8	Mus musculus	Metazoa	385	False
A1Z830	Drosophila melanogaster	Metazoa	485	False
O23875	Oryza sativa subsp. japonica	Viridiplantae	183	False
P09932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	586	False
P34257	Caenorhabditis elegans	Metazoa	329	False
Q02614	Mus musculus	Metazoa	308	False
Q03615	Caenorhabditis elegans	Metazoa	305	False
Q06665	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692	False
Q07897	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291	False
Q8CH19	Mus musculus	Metazoa	720	False
Q91XT6	Mus musculus	Metazoa	489	False
Q99177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341	False
Q9M280	Arabidopsis thaliana	Viridiplantae	116	False
Q9SN22	Arabidopsis thaliana	Viridiplantae	410	False
Q9SYQ0	Arabidopsis thaliana	Viridiplantae	463	False
A0A8I6ASZ5	Rattus norvegicus	Metazoa	666	False
D3YZI9	Mus musculus	Metazoa	523	False
O82286	Arabidopsis thaliana	Viridiplantae	226	False
P39682	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	629	False
P39961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	794	False
P53569	Mus musculus	Metazoa	1052	False
Q1ZXU0	Caenorhabditis elegans	Metazoa	205	False
Q6K678	Oryza sativa subsp. japonica	Viridiplantae	210	False
Q91WE2	Mus musculus	Metazoa	254	False
Q9LW00	Arabidopsis thaliana	Viridiplantae	254	False
Q9VR19	Drosophila melanogaster	Metazoa	379	False
P40060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125	False
P53913	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	173	False
P83758	Danio rerio	Metazoa	448	False
Q00453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211	False
Q08182	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245	False
Q08421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412	False
Q18616	Caenorhabditis elegans	Metazoa	537	False
Q2V2Q1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113	False
Q6PL11	Oryza sativa subsp. japonica	Viridiplantae	173	False
Q84Q77	Oryza sativa subsp. japonica	Viridiplantae	161	False
Q84VX3	Arabidopsis thaliana	Viridiplantae	626	False
Q9SRN4	Arabidopsis thaliana	Viridiplantae	117	False
Q9SU25	Arabidopsis thaliana	Viridiplantae	649	False
F4JAU2	Arabidopsis thaliana	Viridiplantae	1697	False
G5EGF8	Caenorhabditis elegans	Metazoa	354	False
O23210	Arabidopsis thaliana	Viridiplantae	486	False
O23277	Arabidopsis thaliana	Viridiplantae	1330	False
P0CY11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	126	False
P40041	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	505	False
Q07458	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294	False
Q12368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	194	False
Q12504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	494	False
Q4PSK3	Arabidopsis thaliana	Viridiplantae	124	False
Q689G9	Oryza sativa subsp. japonica	Viridiplantae	518	False
Q8R4C2	Mus musculus	Metazoa	606	False
Q9DBA9	Mus musculus	Metazoa	547	False
Q9FGR0	Arabidopsis thaliana	Viridiplantae	1442	False
Q9LZ60	Arabidopsis thaliana	Viridiplantae	115	False
Q9VX12	Drosophila melanogaster	Metazoa	359	False
Q8LDV3	Arabidopsis thaliana	Viridiplantae	185	False
Q9ASX5	Arabidopsis thaliana	Viridiplantae	540	False
P49299	Cucurbita maxima	Viridiplantae	516	False
G5EDW1	Caenorhabditis elegans	Metazoa	217	False
P38852	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	340	False
P40317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	901	False
P93045	Arabidopsis thaliana	Viridiplantae	240	False
Q07684	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458	False
Q08422	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	150	False
Q08553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	False
Q08932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381	False
Q0DRX6	Oryza sativa subsp. japonica	Viridiplantae	902	False
Q33DK1	Oryza sativa subsp. japonica	Viridiplantae	203	False
Q55FB8	Dictyostelium discoideum	Other	1272	False
Q8IP99	Drosophila melanogaster	Metazoa	308	False
Q91YJ3	Mus musculus	Metazoa	226	False
Q9DAD6	Mus musculus	Metazoa	137	False
Q9FFJ8	Arabidopsis thaliana	Viridiplantae	449	False
Q9LMT7	Arabidopsis thaliana	Viridiplantae	478	False
Q9LTT3	Arabidopsis thaliana	Viridiplantae	319	False
Q9VRV7	Drosophila melanogaster	Metazoa	121	False
Q9VW27	Drosophila melanogaster	Metazoa	717	False
Q9XVD5	Caenorhabditis elegans	Metazoa	303	False
Q9XVS8	Caenorhabditis elegans	Metazoa	405	False
Q9JHH9	Mus musculus	Metazoa	205	False
Q94A68	Arabidopsis thaliana	Viridiplantae	377	False
P18496	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279	False
Q9SX77	Arabidopsis thaliana	Viridiplantae	257	False
Q9WTQ8	Mus musculus	Metazoa	209	True
P16547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393	True
Q00873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	224	False
Q03079	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	207	False
Q9CPQ8	Mus musculus	Metazoa	103	False
Q9CQQ7	Mus musculus	Metazoa	256	False
Q9SRP6	Arabidopsis thaliana	Viridiplantae	194	False
Q9D2V8	Mus musculus	Metazoa	456	True
P56382	Mus musculus	Metazoa	52	False
Q05648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414	False
Q03798	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	255	True
Q04083	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	370	True
Q12374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	616	False
B2RZD2	Rattus norvegicus	Metazoa	229	True
C0HLN0	Rattus norvegicus	Metazoa	54	True
O88441	Mus musculus	Metazoa	263	False
Q03673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198	False
Q04613	Arabidopsis thaliana	Viridiplantae	192	True
P53142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	486	False
Q06011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	112	True
K4PW38	Oryza sativa subsp. japonica	Viridiplantae	458	False
P34234	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	306	False
P38804	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111	False
P38828	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	187	False
P40002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	666	False
P53072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289	False
Q12354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	227	False
Q3E764	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	64	False
Q497V6	Mus musculus	Metazoa	772	False
Q63430	Rattus norvegicus	Metazoa	154	False
Q9D011	Mus musculus	Metazoa	178	False
Q08926	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304	False
P25649	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128	False
P38197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	257	False
P38281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	False
P47175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	358	False
P53958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	396	False
Q04411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	772	False
Q3UUF8	Mus musculus	Metazoa	508	False
Q7TPD6	Mus musculus	Metazoa	673	False
Q9QZI7	Rattus norvegicus	Metazoa	287	False
A0A0U2X0E4	Mycosarcoma maydis	Fungi	443	False
G3UYX5	Mus musculus	Metazoa	1258	False
O02751	Bos taurus	Metazoa	592	False
P38809	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	False
P42842	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	904	False
P47085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	338	False
P53060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	241	False
P53155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381	False
P53850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	401	False
Q05905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244	False
Q12020	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	392	False
Q12040	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	230	False
Q6U6G5	Rattus norvegicus	Metazoa	426	False
P35195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	104	False
Q04005	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294	False
Q06494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345	False
Q07362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185	False
Q08202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246	False
Q12291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365	False
Q498E2	Rattus norvegicus	Metazoa	182	False
Q8VZQ4	Arabidopsis thaliana	Viridiplantae	536	False
Q9JJR2	Mus musculus	Metazoa	179	False
Q8GYF7	Arabidopsis thaliana	Viridiplantae	377	False
P09007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	False
P46997	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583	False
P53289	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	263	False
Q12139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1133	False
Q12340	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	786	False
Q84JL7	Arabidopsis thaliana	Viridiplantae	330	False
Q8L748	Arabidopsis thaliana	Viridiplantae	1101	False
Q9FMV1	Arabidopsis thaliana	Viridiplantae	252	False
Q93W77	Arabidopsis thaliana	Viridiplantae	231	False
Q9FNJ9	Arabidopsis thaliana	Viridiplantae	482	False
P36078	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	116	False
P07390	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	489	False
Q8GWR1	Arabidopsis thaliana	Viridiplantae	447	False
Q9LTY1	Arabidopsis thaliana	Viridiplantae	726	False
P37263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153	False
Q03525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211	False
Q94JY0	Arabidopsis thaliana	Viridiplantae	330	False
Q9FYB5	Arabidopsis thaliana	Viridiplantae	161	False
P38969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423	False
Q8RXH2	Arabidopsis thaliana	Viridiplantae	716	False
Q9XIA7	Arabidopsis thaliana	Viridiplantae	54	True
Q9FJY5	Arabidopsis thaliana	Viridiplantae	524	False
P38325	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	134	True
Q3E6R5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	114	True
Q9SD80	Arabidopsis thaliana	Viridiplantae	54	False
P03896	Drosophila melanogaster	Metazoa	341	True
Q06563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	197	True
Q9ASY8	Arabidopsis thaliana	Viridiplantae	75	True
P53883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	403	False
Q12247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151	False
P40342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146	False
P40546	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346	False
Q06214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492	False
Q9C552	Arabidopsis thaliana	Viridiplantae	753	False
Q9C829	Arabidopsis thaliana	Viridiplantae	440	False
Q9FFS4	Arabidopsis thaliana	Viridiplantae	101	False
Q9LRZ3	Arabidopsis thaliana	Viridiplantae	641	False
O04249	Arabidopsis thaliana	Viridiplantae	513	False
O22802	Arabidopsis thaliana	Viridiplantae	97	True
Q9M5P2	Arabidopsis thaliana	Viridiplantae	289	False
Q8LAP6	Arabidopsis thaliana	Viridiplantae	409	False
F4JMV6	Arabidopsis thaliana	Viridiplantae	399	False
O49621	Arabidopsis thaliana	Viridiplantae	526	False
P32903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	40	True
Q9SVQ3	Arabidopsis thaliana	Viridiplantae	517	False
Q10SY9	Oryza sativa subsp. japonica	Viridiplantae	472	True
Q6DBN4	Arabidopsis thaliana	Viridiplantae	253	True
Q75WU1	Oryza sativa subsp. japonica	Viridiplantae	93	False
A0A1P8BH03	Arabidopsis thaliana	Viridiplantae	404	False
A0A0U2UYC4	Mycosarcoma maydis	Fungi	493	False
D4A3U0	Rattus norvegicus	Metazoa	432	False
Q9FIX1	Arabidopsis thaliana	Viridiplantae	172	False
Q9M1E7	Arabidopsis thaliana	Viridiplantae	285	True
Q12089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	606	False
Q03153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	612	False
Q9VQD4	Drosophila melanogaster	Metazoa	274	False
E1JH25	Drosophila melanogaster	Metazoa	1876	False
Q9FJN9	Arabidopsis thaliana	Viridiplantae	220	False
Q9FXI5	Arabidopsis thaliana	Viridiplantae	794	False
Q3URQ0	Mus musculus	Metazoa	928	False
Q80VL0	Rattus norvegicus	Metazoa	406	False
Q54ET6	Dictyostelium discoideum	Other	2364	False
Q95XQ1	Caenorhabditis elegans	Metazoa	578	False
P0DH95	Arabidopsis thaliana	Viridiplantae	149	False
C0HLF1	Dictyostelium discoideum	Other	154	False
G5EBR8	Caenorhabditis elegans	Metazoa	247	False
Q6Q5X2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	51	False
Q9MAB9	Arabidopsis thaliana	Viridiplantae	117	False
Q03482	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	75	False
P53885	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	False
P35735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353	True
P50080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	613	True
Q9QXY4	Rattus norvegicus	Metazoa	580	False
Q6PB70	Mus musculus	Metazoa	1060	False
Q501D2	Arabidopsis thaliana	Viridiplantae	572	False
Q9ZUT3	Arabidopsis thaliana	Viridiplantae	273	True
Q12252	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	991	True
Q8L8Z1	Arabidopsis thaliana	Viridiplantae	190	True
D4ACN8	Rattus norvegicus	Metazoa	147	True
O64759	Arabidopsis thaliana	Viridiplantae	569	True
P53241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	593	False
P53835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	661	True
Q7K6X4	Caenorhabditis elegans	Metazoa	497	False
Q80UP5	Mus musculus	Metazoa	588	False
Q2NND9	Arabidopsis thaliana	Viridiplantae	371	False
P81760	Arabidopsis thaliana	Viridiplantae	236	False
Q9LDY5	Arabidopsis thaliana	Viridiplantae	247	False
Q38942	Arabidopsis thaliana	Viridiplantae	349	False
Q9SR70	Arabidopsis thaliana	Viridiplantae	230	False
P34250	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1132	False
E9PYL2	Mus musculus	Metazoa	2035	False
Q80T22	Rattus norvegicus	Metazoa	484	True
Q91VX9	Mus musculus	Metazoa	697	True
Q9C900	Arabidopsis thaliana	Viridiplantae	193	False
O22773	Arabidopsis thaliana	Viridiplantae	216	False
Q8VY52	Arabidopsis thaliana	Viridiplantae	232	False
Q9S720	Arabidopsis thaliana	Viridiplantae	247	False
Q7TPF1	Rattus norvegicus	Metazoa	97	False
Q9LZB8	Arabidopsis thaliana	Viridiplantae	634	True
Q39002	Arabidopsis thaliana	Viridiplantae	624	False
Q99JS0	Mus musculus	Metazoa	100	True
Q8I2S0	Plasmodium falciparum (isolate 3D7)	Other	384	False
Q95Q39	Caenorhabditis elegans	Metazoa	287	False
Q66HC5	Rattus norvegicus	Metazoa	819	False
Q6UL01	Mus musculus	Metazoa	79	False
Q9M5P3	Arabidopsis thaliana	Viridiplantae	354	False
Q925D4	Rattus norvegicus	Metazoa	263	True
Q9D563	Mus musculus	Metazoa	222	True
P38872	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	237	False
F4K1B4	Arabidopsis thaliana	Viridiplantae	335	False
M0R3Q7	Rattus norvegicus	Metazoa	905	False
Q6P756	Rattus norvegicus	Metazoa	263	False
Q12144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	True
C4QWS8	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	363	False
O13855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	455	False
P56329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	321	False
Q9Y7U7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	878	False
Q01962	Komagataella pastoris	Fungi	713	False
G5DGA8	Ips pini	Metazoa	253	False
O13744	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	259	False
O97297	Plasmodium falciparum (isolate 3D7)	Other	404	False
Q1K8E0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	256	False
Q7S910	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	263	False
Q7SA90	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	453	False
P25420	Heliothis virescens	Metazoa	569	False
Q10302	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	646	False
Q4W9R0	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	153	False
Q7RYM5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	292	False
Q7SD06	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	469	False
A0A120KVW2	Trypanosoma brucei brucei	Other	1136	False
C6EUD4	Fasciola hepatica	Metazoa	478	False
O42636	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	278	False
P23351	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	508	False
Q1K4P1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	129	False
Q1K730	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	447	False
Q7RWZ7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	201	False
Q7S2C2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	119	False
Q7S6M9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	309	False
Q7S7R6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	315	False
Q7SA60	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	228	False
O74783	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463	False
Q1K7L7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	219	False
Q6C7L6	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	237	False
Q7S1R6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	267	False
Q7SAJ1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236	False
Q7SB98	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	312	False
Q8IEK7	Plasmodium falciparum (isolate 3D7)	Other	87	False
Q8MIR0	Sus scrofa	Metazoa	373	False
Q92247	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	412	False
Q95339	Sus scrofa	Metazoa	88	True
Q9HDZ3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	182	False
Q9W6G7	Xenopus laevis	Metazoa	463	False
V5IQE0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	202	False
P21245	Candida boidinii	Fungi	423	False
O43006	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	225	False
O94225	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	474	False
P08580	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	107	False
P40757	Aquarana catesbeiana	Metazoa	484	False
Q1K5G1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	320	False
Q767K8	Sus scrofa	Metazoa	258	False
Q7RXU7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	396	False
Q7RYW8	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	258	False
Q7SA88	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	439	False
V5IRA3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	95	False
P25284	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	375	False
P26269	Ascaris suum	Metazoa	361	False
P37225	Solanum tuberosum	Viridiplantae	601	False
P22342	Euglena viridis	Other	102	False
A0A509AQJ1	Plasmodium berghei (strain Anka)	Other	1340	False
P06269	Nicotiana tabacum	Viridiplantae	337	False
P09596	Spinacia oleracea	Viridiplantae	121	False
P18492	Hordeum vulgare	Viridiplantae	469	False
P23326	Spinacia oleracea	Viridiplantae	159	False
P28805	Spinacia oleracea	Viridiplantae	66	False
P30155	Nicotiana tabacum	Viridiplantae	179	False
P36177	Euglena gracilis	Other	538	False
P82249	Spinacia oleracea	Viridiplantae	130	False
Q02764	Nicotiana tabacum	Viridiplantae	187	False
Q9SQI3	Gossypium hirsutum	Viridiplantae	413	False
P06267	Marchantia polymorpha	Viridiplantae	289	False
Q08365	Chlamydomonas reinhardtii	Viridiplantae	712	False
Q9XH32	Spinacia oleracea	Viridiplantae	222	False
P09364	Sinapis alba	Viridiplantae	502	False
P24929	Nicotiana tabacum	Viridiplantae	186	False
P80484	Amphidinium carterae	Other	370	False
P82162	Spinacia oleracea	Viridiplantae	195	False
P82195	Spinacia oleracea	Viridiplantae	166	False
P82412	Spinacia oleracea	Viridiplantae	179	False
Q07510	Spinacia oleracea	Viridiplantae	405	False
Q8IM30	Plasmodium falciparum (isolate 3D7)	Other	608	False
A0A509AER3	Plasmodium berghei (strain Anka)	Other	247	False
A0A7G5KLV3	Cananga odorata	Viridiplantae	586	False
P13653	Hordeum vulgare	Viridiplantae	388	False
P80483	Amphidinium carterae	Other	323	False
P82411	Spinacia oleracea	Viridiplantae	116	False
O61016	Crithidia fasciculata	Other	151	False
Q8IS98	Crithidia fasciculata	Other	134	False
P24226	Brassica oleracea var. capitata	Viridiplantae	469	False
P28803	Spinacia oleracea	Viridiplantae	128	False
P28807	Spinacia oleracea	Viridiplantae	88	False
P46818	Sinapis alba	Viridiplantae	1078	False
Q00497	Solanum lycopersicum	Viridiplantae	300	False
Q08753	Chlamydomonas moewusii	Viridiplantae	164	False
